,ROCK_0,MCAR_0,19TH_0,12TH_0,WOAK_0,EMBR_0,MONT_0,POWL_0,CIVC_0
274,3/30/2015 6:05,3/30/2015 6:08,3/30/2015 6:11,3/30/2015 6:13,3/30/2015 6:17,3/30/2015 6:24,3/30/2015 6:25,3/30/2015 6:27,3/30/2015 6:29
275,3/30/2015 6:20,3/30/2015 6:23,3/30/2015 6:26,3/30/2015 6:28,3/30/2015 6:32,3/30/2015 6:39,3/30/2015 6:40,3/30/2015 6:42,3/30/2015 6:44
276,3/30/2015 6:35,3/30/2015 6:38,3/30/2015 6:41,3/30/2015 6:43,3/30/2015 6:47,3/30/2015 6:54,3/30/2015 6:55,3/30/2015 6:57,3/30/2015 6:59
277,3/30/2015 6:51,3/30/2015 6:54,3/30/2015 6:57,3/30/2015 6:59,3/30/2015 7:03,3/30/2015 7:10,3/30/2015 7:11,3/30/2015 7:13,3/30/2015 7:14
278,3/30/2015 7:05,3/30/2015 7:08,3/30/2015 7:11,3/30/2015 7:12,3/30/2015 7:17,3/30/2015 7:24,3/30/2015 7:25,3/30/2015 7:27,3/30/2015 7:29
279,3/30/2015 7:19,3/30/2015 7:23,3/30/2015 7:26,3/30/2015 7:28,3/30/2015 7:32,3/30/2015 7:39,3/30/2015 7:41,3/30/2015 7:43,3/30/2015 7:45
280,3/30/2015 7:36,3/30/2015 7:39,3/30/2015 7:43,3/30/2015 7:44,3/30/2015 7:52,3/30/2015 7:58,3/30/2015 8:00,3/30/2015 8:02,3/30/2015 8:03
281,3/30/2015 7:50,3/30/2015 7:53,3/30/2015 7:57,3/30/2015 7:58,3/30/2015 8:03,3/30/2015 8:13,3/30/2015 8:16,3/30/2015 8:18,3/30/2015 8:19
282,3/30/2015 8:05,3/30/2015 8:08,3/30/2015 8:13,3/30/2015 8:14,3/30/2015 8:20,3/30/2015 8:28,3/30/2015 8:30,3/30/2015 8:31,3/30/2015 8:33
283,3/30/2015 8:20,3/30/2015 8:23,3/30/2015 8:27,3/30/2015 8:28,3/30/2015 8:33,3/30/2015 8:40,3/30/2015 8:41,3/30/2015 8:43,3/30/2015 8:45
284,3/30/2015 8:35,3/30/2015 8:42,3/30/2015 8:45,3/30/2015 8:47,3/30/2015 8:52,3/30/2015 8:59,3/30/2015 9:01,3/30/2015 9:03,3/30/2015 9:04
285,3/30/2015 8:50,3/30/2015 8:53,3/30/2015 8:57,3/30/2015 8:59,3/30/2015 9:04,3/30/2015 9:12,3/30/2015 9:14,3/30/2015 9:15,3/30/2015 9:17
286,3/31/2015 6:05,3/31/2015 6:08,3/31/2015 6:11,3/31/2015 6:13,3/31/2015 6:18,3/31/2015 6:26,3/31/2015 6:30,3/31/2015 6:31,3/31/2015 6:32
287,3/31/2015 6:23,3/31/2015 6:26,3/31/2015 6:30,3/31/2015 6:31,3/31/2015 6:35,3/31/2015 6:42,3/31/2015 6:43,3/31/2015 6:44,3/31/2015 6:46
288,3/31/2015 6:34,3/31/2015 6:38,3/31/2015 6:41,3/31/2015 6:43,3/31/2015 6:49,3/31/2015 6:56,3/31/2015 6:58,3/31/2015 6:59,3/31/2015 7:01
289,3/31/2015 6:51,3/31/2015 6:54,3/31/2015 6:57,3/31/2015 6:59,3/31/2015 7:03,3/31/2015 7:11,3/31/2015 7:13,3/31/2015 7:14,3/31/2015 7:16
290,3/31/2015 7:04,3/31/2015 7:08,3/31/2015 7:11,3/31/2015 7:13,3/31/2015 7:17,3/31/2015 7:26,3/31/2015 7:28,3/31/2015 7:30,3/31/2015 7:31
291,3/31/2015 7:19,3/31/2015 7:22,3/31/2015 7:26,3/31/2015 7:28,3/31/2015 7:32,3/31/2015 7:40,3/31/2015 7:41,3/31/2015 7:43,3/31/2015 7:45
292,3/31/2015 7:36,3/31/2015 7:39,3/31/2015 7:42,3/31/2015 7:43,3/31/2015 7:48,3/31/2015 7:55,3/31/2015 7:57,3/31/2015 7:59,3/31/2015 8:00
293,3/31/2015 7:50,3/31/2015 7:53,3/31/2015 7:57,3/31/2015 7:59,3/31/2015 8:05,3/31/2015 8:13,3/31/2015 8:15,3/31/2015 8:16,3/31/2015 8:18
294,3/31/2015 8:06,3/31/2015 8:09,3/31/2015 8:13,3/31/2015 8:14,3/31/2015 8:21,3/31/2015 8:29,3/31/2015 8:31,3/31/2015 8:33,3/31/2015 8:34
295,3/31/2015 8:22,3/31/2015 8:25,3/31/2015 8:29,3/31/2015 8:30,3/31/2015 8:35,3/31/2015 8:42,3/31/2015 8:44,3/31/2015 8:45,3/31/2015 8:47
296,3/31/2015 8:35,3/31/2015 8:38,3/31/2015 8:42,3/31/2015 8:43,3/31/2015 8:48,3/31/2015 8:55,3/31/2015 8:57,3/31/2015 8:59,3/31/2015 9:01
297,3/31/2015 8:51,3/31/2015 8:54,3/31/2015 8:57,3/31/2015 8:58,3/31/2015 9:04,3/31/2015 9:11,3/31/2015 9:13,3/31/2015 9:15,3/31/2015 9:16
298,4/1/2015 6:04,4/1/2015 6:08,4/1/2015 6:11,4/1/2015 6:12,4/1/2015 6:17,4/1/2015 6:24,4/1/2015 6:27,4/1/2015 6:29,4/1/2015 6:30
299,4/1/2015 6:19,4/1/2015 6:22,4/1/2015 6:26,4/1/2015 6:27,4/1/2015 6:32,4/1/2015 6:39,4/1/2015 6:41,4/1/2015 6:42,4/1/2015 6:44
300,4/1/2015 6:34,4/1/2015 6:38,4/1/2015 6:41,4/1/2015 6:43,4/1/2015 6:48,4/1/2015 6:55,4/1/2015 6:56,4/1/2015 6:58,4/1/2015 6:59
301,4/1/2015 6:52,4/1/2015 6:56,4/1/2015 6:59,4/1/2015 7:00,4/1/2015 7:04,4/1/2015 7:11,4/1/2015 7:13,4/1/2015 7:14,4/1/2015 7:16
302,4/1/2015 7:04,4/1/2015 7:08,4/1/2015 7:11,4/1/2015 7:13,4/1/2015 7:17,4/1/2015 7:24,4/1/2015 7:26,4/1/2015 7:27,4/1/2015 7:29
303,4/1/2015 7:20,4/1/2015 7:24,4/1/2015 7:27,4/1/2015 7:28,4/1/2015 7:34,4/1/2015 7:42,4/1/2015 7:43,4/1/2015 7:45,4/1/2015 7:46
304,4/1/2015 7:36,4/1/2015 7:39,4/1/2015 7:42,4/1/2015 7:44,4/1/2015 7:48,4/1/2015 7:56,4/1/2015 7:58,4/1/2015 7:59,4/1/2015 8:01
305,4/1/2015 7:51,4/1/2015 7:54,4/1/2015 7:58,4/1/2015 7:59,4/1/2015 8:04,4/1/2015 8:11,4/1/2015 8:13,4/1/2015 8:14,4/1/2015 8:16
306,4/1/2015 8:06,4/1/2015 8:09,4/1/2015 8:12,4/1/2015 8:14,4/1/2015 8:19,4/1/2015 8:26,4/1/2015 8:28,4/1/2015 8:30,4/1/2015 8:32
307,4/1/2015 8:20,4/1/2015 8:24,4/1/2015 8:27,4/1/2015 8:28,4/1/2015 8:33,4/1/2015 8:40,4/1/2015 8:42,4/1/2015 8:44,4/1/2015 8:45
308,4/1/2015 8:33,4/1/2015 8:37,4/1/2015 8:40,4/1/2015 8:42,4/1/2015 8:47,4/1/2015 8:54,4/1/2015 8:56,4/1/2015 8:58,4/1/2015 8:59
309,4/1/2015 8:48,4/1/2015 8:51,4/1/2015 8:55,4/1/2015 8:58,4/1/2015 9:02,4/1/2015 9:10,4/1/2015 9:11,4/1/2015 9:13,4/1/2015 9:14
310,4/1/2015 8:51,4/1/2015 8:55,4/1/2015 8:58,4/1/2015 9:00,4/1/2015 9:02,4/1/2015 9:10,4/1/2015 9:11,4/1/2015 9:13,4/1/2015 9:14
311,4/2/2015 6:05,4/2/2015 6:09,4/2/2015 6:12,4/2/2015 6:13,4/2/2015 6:18,4/2/2015 6:25,4/2/2015 6:27,4/2/2015 6:29,4/2/2015 6:30
312,4/2/2015 6:19,4/2/2015 6:23,4/2/2015 6:26,4/2/2015 6:28,4/2/2015 6:32,4/2/2015 6:39,4/2/2015 6:40,4/2/2015 6:42,4/2/2015 6:44
313,4/2/2015 6:35,4/2/2015 6:38,4/2/2015 6:41,4/2/2015 6:43,4/2/2015 6:47,4/2/2015 6:54,4/2/2015 6:56,4/2/2015 6:57,4/2/2015 6:59
314,4/2/2015 6:49,4/2/2015 6:53,4/2/2015 6:56,4/2/2015 6:57,4/2/2015 7:02,4/2/2015 7:09,4/2/2015 7:10,4/2/2015 7:12,4/2/2015 7:14
315,4/2/2015 7:05,4/2/2015 7:08,4/2/2015 7:12,4/2/2015 7:13,4/2/2015 7:17,4/2/2015 7:24,4/2/2015 7:27,4/2/2015 7:29,4/2/2015 7:30
316,4/2/2015 7:21,4/2/2015 7:24,4/2/2015 7:27,4/2/2015 7:29,4/2/2015 7:33,4/2/2015 7:40,4/2/2015 7:42,4/2/2015 7:43,4/2/2015 7:45
317,4/2/2015 7:35,4/2/2015 7:38,4/2/2015 7:42,4/2/2015 7:44,4/2/2015 7:48,4/2/2015 7:57,4/2/2015 7:59,4/2/2015 8:00,4/2/2015 8:02
318,4/2/2015 7:50,4/2/2015 7:53,4/2/2015 7:57,4/2/2015 7:58,4/2/2015 8:03,4/2/2015 8:10,4/2/2015 8:12,4/2/2015 8:13,4/2/2015 8:14
319,4/2/2015 8:06,4/2/2015 8:09,4/2/2015 8:12,4/2/2015 8:14,4/2/2015 8:19,4/2/2015 8:27,4/2/2015 8:29,4/2/2015 8:31,4/2/2015 8:32
320,4/2/2015 8:21,4/2/2015 8:24,4/2/2015 8:29,4/2/2015 8:32,4/2/2015 8:36,4/2/2015 8:43,4/2/2015 8:45,4/2/2015 8:47,4/2/2015 8:49
321,4/2/2015 8:34,4/2/2015 8:38,4/2/2015 8:41,4/2/2015 8:42,4/2/2015 8:47,4/2/2015 8:55,4/2/2015 8:56,4/2/2015 8:58,4/2/2015 8:59
322,4/2/2015 8:49,4/2/2015 8:53,4/2/2015 8:57,4/2/2015 8:58,4/2/2015 9:03,4/2/2015 9:10,4/2/2015 9:12,4/2/2015 9:13,4/2/2015 9:15
323,4/3/2015 6:06,4/3/2015 6:09,4/3/2015 6:12,4/3/2015 6:13,4/3/2015 6:18,4/3/2015 6:24,4/3/2015 6:26,4/3/2015 6:27,4/3/2015 6:29
324,4/3/2015 6:20,4/3/2015 6:23,4/3/2015 6:27,4/3/2015 6:28,4/3/2015 6:32,4/3/2015 6:39,4/3/2015 6:41,4/3/2015 6:43,4/3/2015 6:44
325,4/3/2015 6:35,4/3/2015 6:38,4/3/2015 6:41,4/3/2015 6:43,4/3/2015 6:48,4/3/2015 6:55,4/3/2015 6:56,4/3/2015 6:58,4/3/2015 6:59
326,4/3/2015 6:51,4/3/2015 6:54,4/3/2015 6:57,4/3/2015 6:58,4/3/2015 7:02,4/3/2015 7:09,4/3/2015 7:11,4/3/2015 7:12,4/3/2015 7:14
327,4/3/2015 7:06,4/3/2015 7:08,4/3/2015 7:13,4/3/2015 7:14,4/3/2015 7:18,4/3/2015 7:25,4/3/2015 7:27,4/3/2015 7:28,4/3/2015 7:30
328,4/3/2015 7:21,4/3/2015 7:24,4/3/2015 7:27,4/3/2015 7:28,4/3/2015 7:33,4/3/2015 7:39,4/3/2015 7:41,4/3/2015 7:42,4/3/2015 7:44
329,4/3/2015 7:35,4/3/2015 7:39,4/3/2015 7:42,4/3/2015 7:43,4/3/2015 7:48,4/3/2015 7:55,4/3/2015 7:56,4/3/2015 7:58,4/3/2015 8:00
330,4/3/2015 7:50,4/3/2015 7:53,4/3/2015 7:57,4/3/2015 7:59,4/3/2015 8:03,4/3/2015 8:10,4/3/2015 8:13,4/3/2015 8:16,4/3/2015 8:18
331,4/3/2015 8:05,4/3/2015 8:08,4/3/2015 8:12,4/3/2015 8:13,4/3/2015 8:19,4/3/2015 8:27,4/3/2015 8:29,4/3/2015 8:30,4/3/2015 8:32
332,4/3/2015 8:21,4/3/2015 8:24,4/3/2015 8:28,4/3/2015 8:30,4/3/2015 8:34,4/3/2015 8:43,4/3/2015 8:45,4/3/2015 8:47,4/3/2015 8:49
333,4/3/2015 8:35,4/3/2015 8:38,4/3/2015 8:42,4/3/2015 8:43,4/3/2015 8:47,4/3/2015 8:55,4/3/2015 8:57,4/3/2015 8:58,4/3/2015 9:00
334,4/3/2015 8:50,4/3/2015 8:53,4/3/2015 8:56,4/3/2015 8:58,4/3/2015 9:03,4/3/2015 9:10,4/3/2015 9:12,4/3/2015 9:13,4/3/2015 9:15
335,4/4/2015 6:33,4/4/2015 6:36,4/4/2015 6:39,4/4/2015 6:40,4/4/2015 6:45,4/4/2015 6:52,4/4/2015 6:53,4/4/2015 6:55,4/4/2015 6:56
336,4/4/2015 6:51,4/4/2015 6:55,4/4/2015 6:58,4/4/2015 7:00,4/4/2015 7:04,4/4/2015 7:11,4/4/2015 7:12,4/4/2015 7:14,4/4/2015 7:16
337,4/4/2015 7:10,4/4/2015 7:14,4/4/2015 7:18,4/4/2015 7:20,4/4/2015 7:24,4/4/2015 7:32,4/4/2015 7:33,4/4/2015 7:35,4/4/2015 7:36
338,4/4/2015 7:30,4/4/2015 7:34,4/4/2015 7:37,4/4/2015 7:39,4/4/2015 7:44,4/4/2015 7:51,4/4/2015 7:52,4/4/2015 7:54,4/4/2015 7:56
339,4/4/2015 7:50,4/4/2015 7:54,4/4/2015 7:58,4/4/2015 8:00,4/4/2015 8:04,4/4/2015 8:11,4/4/2015 8:13,4/4/2015 8:15,4/4/2015 8:16
340,4/4/2015 8:10,4/4/2015 8:14,4/4/2015 8:18,4/4/2015 8:19,4/4/2015 8:25,4/4/2015 8:32,4/4/2015 8:33,4/4/2015 8:34,4/4/2015 8:36
341,4/4/2015 8:29,4/4/2015 8:34,4/4/2015 8:38,4/4/2015 8:39,4/4/2015 8:44,4/4/2015 8:51,4/4/2015 8:53,4/4/2015 8:54,4/4/2015 8:57
342,4/4/2015 8:49,4/4/2015 8:54,4/4/2015 8:58,4/4/2015 8:59,4/4/2015 9:04,4/4/2015 9:11,4/4/2015 9:13,4/4/2015 9:15,4/4/2015 9:16
343,4/5/2015 8:11,4/5/2015 8:14,4/5/2015 8:19,4/5/2015 8:20,4/5/2015 8:24,4/5/2015 8:31,4/5/2015 8:33,4/5/2015 8:34,4/5/2015 8:36
344,4/5/2015 8:31,4/5/2015 8:34,4/5/2015 8:39,4/5/2015 8:40,4/5/2015 8:45,4/5/2015 8:52,4/5/2015 8:53,4/5/2015 8:55,4/5/2015 8:56
345,4/5/2015 8:50,4/5/2015 8:54,4/5/2015 8:58,4/5/2015 9:00,4/5/2015 9:05,4/5/2015 9:12,4/5/2015 9:14,4/5/2015 9:15,4/5/2015 9:17
346,4/6/2015 6:05,4/6/2015 6:08,4/6/2015 6:11,4/6/2015 6:12,4/6/2015 6:17,4/6/2015 6:24,4/6/2015 6:26,4/6/2015 6:28,4/6/2015 6:29
347,4/6/2015 6:20,4/6/2015 6:23,4/6/2015 6:27,4/6/2015 6:28,4/6/2015 6:33,4/6/2015 6:43,4/6/2015 6:44,4/6/2015 6:45,4/6/2015 6:47
348,4/6/2015 6:35,4/6/2015 6:38,4/6/2015 6:41,4/6/2015 6:43,4/6/2015 6:47,4/6/2015 6:54,4/6/2015 6:56,4/6/2015 6:58,4/6/2015 6:59
349,4/6/2015 6:52,4/6/2015 6:55,4/6/2015 6:58,4/6/2015 7:00,4/6/2015 7:04,4/6/2015 7:12,4/6/2015 7:13,4/6/2015 7:15,4/6/2015 7:16
350,4/6/2015 7:04,4/6/2015 7:08,4/6/2015 7:11,4/6/2015 7:12,4/6/2015 7:17,4/6/2015 7:24,4/6/2015 7:26,4/6/2015 7:28,4/6/2015 7:29
351,4/6/2015 7:22,4/6/2015 7:25,4/6/2015 7:28,4/6/2015 7:30,4/6/2015 7:37,4/6/2015 7:44,4/6/2015 7:46,4/6/2015 7:47,4/6/2015 7:49
352,4/6/2015 7:35,4/6/2015 7:38,4/6/2015 7:42,4/6/2015 7:43,4/6/2015 7:48,4/6/2015 7:57,4/6/2015 7:59,4/6/2015 8:00,4/6/2015 8:02
353,4/6/2015 7:50,4/6/2015 7:53,4/6/2015 7:57,4/6/2015 7:58,4/6/2015 8:05,4/6/2015 8:13,4/6/2015 8:14,4/6/2015 8:16,4/6/2015 8:19
354,4/6/2015 8:05,4/6/2015 8:08,4/6/2015 8:13,4/6/2015 8:14,4/6/2015 8:19,4/6/2015 8:26,4/6/2015 8:28,4/6/2015 8:30,4/6/2015 8:31
355,4/6/2015 8:20,4/6/2015 8:23,4/6/2015 8:27,4/6/2015 8:29,4/6/2015 8:33,4/6/2015 8:40,4/6/2015 8:42,4/6/2015 8:43,4/6/2015 8:45
356,4/6/2015 8:37,4/6/2015 8:40,4/6/2015 8:43,4/6/2015 8:45,4/6/2015 8:49,4/6/2015 8:57,4/6/2015 8:58,4/6/2015 9:00,4/6/2015 9:02
357,4/6/2015 8:52,4/6/2015 8:55,4/6/2015 8:58,4/6/2015 9:00,4/6/2015 9:05,4/6/2015 9:13,4/6/2015 9:14,4/6/2015 9:16,4/6/2015 9:17
358,4/7/2015 6:09,4/7/2015 6:12,4/7/2015 6:15,4/7/2015 6:17,4/7/2015 6:21,4/7/2015 6:28,4/7/2015 6:29,4/7/2015 6:31,4/7/2015 6:32
359,4/7/2015 6:23,4/7/2015 6:26,4/7/2015 6:29,4/7/2015 6:30,4/7/2015 6:34,4/7/2015 6:41,4/7/2015 6:43,4/7/2015 6:44,4/7/2015 6:46
360,4/7/2015 6:39,4/7/2015 6:42,4/7/2015 6:45,4/7/2015 6:47,4/7/2015 6:51,4/7/2015 6:58,4/7/2015 7:00,4/7/2015 7:01,4/7/2015 7:03
361,4/7/2015 6:56,4/7/2015 6:59,4/7/2015 7:02,4/7/2015 7:03,4/7/2015 7:07,4/7/2015 7:15,4/7/2015 7:17,4/7/2015 7:19,4/7/2015 7:21
362,4/7/2015 7:05,4/7/2015 7:08,4/7/2015 7:12,4/7/2015 7:13,4/7/2015 7:17,4/7/2015 7:33,4/7/2015 7:34,4/7/2015 7:36,4/7/2015 7:37
363,4/7/2015 7:22,4/7/2015 7:28,4/7/2015 7:31,4/7/2015 7:33,4/7/2015 7:38,4/7/2015 7:46,4/7/2015 7:50,4/7/2015 7:52,4/7/2015 7:54
364,4/7/2015 7:39,4/7/2015 7:43,4/7/2015 7:47,4/7/2015 7:49,4/7/2015 7:55,4/7/2015 8:05,4/7/2015 8:07,4/7/2015 8:09,4/7/2015 8:10
365,4/7/2015 7:54,4/7/2015 7:58,4/7/2015 8:02,4/7/2015 8:04,4/7/2015 8:09,4/7/2015 8:19,4/7/2015 8:21,4/7/2015 8:23,4/7/2015 8:24
366,4/7/2015 8:10,4/7/2015 8:14,4/7/2015 8:18,4/7/2015 8:20,4/7/2015 8:27,4/7/2015 8:36,4/7/2015 8:38,4/7/2015 8:40,4/7/2015 8:41
367,4/7/2015 8:24,4/7/2015 8:27,4/7/2015 8:31,4/7/2015 8:33,4/7/2015 8:37,4/7/2015 8:46,4/7/2015 8:48,4/7/2015 8:49,4/7/2015 8:51
368,4/7/2015 8:40,4/7/2015 8:43,4/7/2015 8:47,4/7/2015 8:49,4/7/2015 8:54,4/7/2015 9:02,4/7/2015 9:04,4/7/2015 9:06,4/7/2015 9:08
369,4/7/2015 8:46,4/7/2015 8:49,4/7/2015 8:53,4/7/2015 8:55,4/7/2015 9:02,4/7/2015 9:11,4/7/2015 9:12,4/7/2015 9:14,4/7/2015 9:16
370,4/7/2015 8:51,4/7/2015 8:55,4/7/2015 8:58,4/7/2015 8:59,4/7/2015 9:02,4/7/2015 9:11,4/7/2015 9:12,4/7/2015 9:14,4/7/2015 9:16
371,4/8/2015 6:05,4/8/2015 6:08,4/8/2015 6:11,4/8/2015 6:12,4/8/2015 6:17,4/8/2015 6:25,4/8/2015 6:26,4/8/2015 6:28,4/8/2015 6:29
372,4/8/2015 6:19,4/8/2015 6:22,4/8/2015 6:26,4/8/2015 6:28,4/8/2015 6:32,4/8/2015 6:39,4/8/2015 6:41,4/8/2015 6:42,4/8/2015 6:44
373,4/8/2015 6:35,4/8/2015 6:38,4/8/2015 6:41,4/8/2015 6:43,4/8/2015 6:49,4/8/2015 6:56,4/8/2015 6:57,4/8/2015 6:59,4/8/2015 7:00
374,4/8/2015 6:51,4/8/2015 6:54,4/8/2015 6:57,4/8/2015 6:59,4/8/2015 7:03,4/8/2015 7:11,4/8/2015 7:13,4/8/2015 7:15,4/8/2015 7:16
375,4/8/2015 7:05,4/8/2015 7:08,4/8/2015 7:12,4/8/2015 7:13,4/8/2015 7:18,4/8/2015 7:25,4/8/2015 7:27,4/8/2015 7:29,4/8/2015 7:30
376,4/8/2015 7:20,4/8/2015 7:23,4/8/2015 7:27,4/8/2015 7:28,4/8/2015 7:33,4/8/2015 7:40,4/8/2015 7:42,4/8/2015 7:44,4/8/2015 7:45
377,4/8/2015 7:36,4/8/2015 7:39,4/8/2015 7:43,4/8/2015 7:44,4/8/2015 7:49,4/8/2015 7:56,4/8/2015 7:58,4/8/2015 7:59,4/8/2015 8:01
378,4/8/2015 7:49,4/8/2015 7:52,4/8/2015 7:58,4/8/2015 7:59,4/8/2015 8:04,4/8/2015 8:11,4/8/2015 8:12,4/8/2015 8:14,4/8/2015 8:15
379,4/8/2015 8:04,4/8/2015 8:08,4/8/2015 8:12,4/8/2015 8:14,4/8/2015 8:18,4/8/2015 8:25,4/8/2015 8:27,4/8/2015 8:29,4/8/2015 8:31
380,4/8/2015 8:19,4/8/2015 8:23,4/8/2015 8:29,4/8/2015 8:31,4/8/2015 8:35,4/8/2015 8:43,4/8/2015 8:45,4/8/2015 8:47,4/8/2015 8:49
381,4/8/2015 8:34,4/8/2015 8:37,4/8/2015 8:41,4/8/2015 8:43,4/8/2015 8:49,4/8/2015 8:59,4/8/2015 9:01,4/8/2015 9:03,4/8/2015 9:04
382,4/8/2015 8:50,4/8/2015 8:53,4/8/2015 8:57,4/8/2015 8:58,4/8/2015 9:03,4/8/2015 9:10,4/8/2015 9:12,4/8/2015 9:13,4/8/2015 9:15
383,4/9/2015 6:04,4/9/2015 6:08,4/9/2015 6:11,4/9/2015 6:12,4/9/2015 6:18,4/9/2015 6:25,4/9/2015 6:27,4/9/2015 6:28,4/9/2015 6:30
384,4/9/2015 6:20,4/9/2015 6:23,4/9/2015 6:26,4/9/2015 6:28,4/9/2015 6:33,4/9/2015 6:39,4/9/2015 6:41,4/9/2015 6:43,4/9/2015 6:44
385,4/9/2015 6:34,4/9/2015 6:38,4/9/2015 6:41,4/9/2015 6:43,4/9/2015 6:48,4/9/2015 6:56,4/9/2015 6:57,4/9/2015 6:59,4/9/2015 7:01
386,4/9/2015 6:52,4/9/2015 6:54,4/9/2015 6:57,4/9/2015 6:59,4/9/2015 7:03,4/9/2015 7:12,4/9/2015 7:14,4/9/2015 7:15,4/9/2015 7:16
387,4/9/2015 7:05,4/9/2015 7:08,4/9/2015 7:11,4/9/2015 7:13,4/9/2015 7:18,4/9/2015 7:25,4/9/2015 7:27,4/9/2015 7:29,4/9/2015 7:31
388,4/9/2015 7:24,4/9/2015 7:27,4/9/2015 7:30,4/9/2015 7:32,4/9/2015 7:37,4/9/2015 7:44,4/9/2015 7:46,4/9/2015 7:47,4/9/2015 7:49
389,4/9/2015 7:35,4/9/2015 7:38,4/9/2015 7:42,4/9/2015 7:43,4/9/2015 7:49,4/9/2015 7:57,4/9/2015 7:58,4/9/2015 8:00,4/9/2015 8:02
390,4/9/2015 7:52,4/9/2015 7:57,4/9/2015 8:02,4/9/2015 8:04,4/9/2015 8:10,4/9/2015 8:17,4/9/2015 8:19,4/9/2015 8:21,4/9/2015 8:22
391,4/9/2015 8:05,4/9/2015 8:09,4/9/2015 8:13,4/9/2015 8:14,4/9/2015 8:22,4/9/2015 8:30,4/9/2015 8:32,4/9/2015 8:35,4/9/2015 8:36
392,4/9/2015 8:20,4/9/2015 8:23,4/9/2015 8:27,4/9/2015 8:28,4/9/2015 8:33,4/9/2015 8:42,4/9/2015 8:44,4/9/2015 8:46,4/9/2015 8:47
393,4/9/2015 8:37,4/9/2015 8:41,4/9/2015 8:44,4/9/2015 8:46,4/9/2015 8:50,4/9/2015 8:57,4/9/2015 8:59,4/9/2015 9:01,4/9/2015 9:03
394,4/9/2015 8:50,4/9/2015 8:53,4/9/2015 8:57,4/9/2015 8:58,4/9/2015 9:03,4/9/2015 9:10,4/9/2015 9:12,4/9/2015 9:14,4/9/2015 9:18
395,4/10/2015 6:04,4/10/2015 6:08,4/10/2015 6:11,4/10/2015 6:12,4/10/2015 6:16,4/10/2015 6:23,4/10/2015 6:25,4/10/2015 6:26,4/10/2015 6:28
396,4/10/2015 6:20,4/10/2015 6:23,4/10/2015 6:26,4/10/2015 6:28,4/10/2015 6:35,4/10/2015 6:42,4/10/2015 6:43,4/10/2015 6:45,4/10/2015 6:46
397,4/10/2015 6:35,4/10/2015 6:38,4/10/2015 6:41,4/10/2015 6:43,4/10/2015 6:47,4/10/2015 6:54,4/10/2015 6:55,4/10/2015 6:57,4/10/2015 6:59
398,4/10/2015 6:51,4/10/2015 6:54,4/10/2015 6:58,4/10/2015 6:59,4/10/2015 7:03,4/10/2015 7:10,4/10/2015 7:12,4/10/2015 7:13,4/10/2015 7:14
399,4/10/2015 7:07,4/10/2015 7:10,4/10/2015 7:13,4/10/2015 7:14,4/10/2015 7:18,4/10/2015 7:25,4/10/2015 7:27,4/10/2015 7:28,4/10/2015 7:30
400,4/10/2015 7:20,4/10/2015 7:23,4/10/2015 7:26,4/10/2015 7:28,4/10/2015 7:32,4/10/2015 7:40,4/10/2015 7:42,4/10/2015 7:44,4/10/2015 7:45
401,4/10/2015 7:36,4/10/2015 7:39,4/10/2015 7:42,4/10/2015 7:44,4/10/2015 7:49,4/10/2015 7:56,4/10/2015 7:58,4/10/2015 8:00,4/10/2015 8:01
402,4/10/2015 7:51,4/10/2015 7:55,4/10/2015 7:58,4/10/2015 8:00,4/10/2015 8:04,4/10/2015 8:11,4/10/2015 8:13,4/10/2015 8:15,4/10/2015 8:16
403,4/10/2015 8:06,4/10/2015 8:09,4/10/2015 8:12,4/10/2015 8:14,4/10/2015 8:20,4/10/2015 8:27,4/10/2015 8:30,4/10/2015 8:32,4/10/2015 8:35
404,4/10/2015 8:21,4/10/2015 8:25,4/10/2015 8:28,4/10/2015 8:30,4/10/2015 8:35,4/10/2015 8:42,4/10/2015 8:44,4/10/2015 8:46,4/10/2015 8:48
405,4/10/2015 8:37,4/10/2015 8:40,4/10/2015 8:43,4/10/2015 8:46,4/10/2015 8:53,4/10/2015 9:01,4/10/2015 9:02,4/10/2015 9:04,4/10/2015 9:06
406,4/10/2015 8:51,4/10/2015 8:54,4/10/2015 8:57,4/10/2015 8:59,4/10/2015 9:06,4/10/2015 9:13,4/10/2015 9:15,4/10/2015 9:17,4/10/2015 9:18
407,4/11/2015 6:12,4/11/2015 6:15,4/11/2015 6:18,4/11/2015 6:20,4/11/2015 6:25,4/11/2015 6:31,4/11/2015 6:33,4/11/2015 6:34,4/11/2015 6:36
408,4/11/2015 6:29,4/11/2015 6:34,4/11/2015 6:37,4/11/2015 6:39,4/11/2015 6:44,4/11/2015 6:51,4/11/2015 6:53,4/11/2015 6:54,4/11/2015 6:56
409,4/11/2015 6:50,4/11/2015 6:54,4/11/2015 6:58,4/11/2015 7:00,4/11/2015 7:04,4/11/2015 7:11,4/11/2015 7:13,4/11/2015 7:14,4/11/2015 7:16
410,4/11/2015 7:10,4/11/2015 7:14,4/11/2015 7:18,4/11/2015 7:20,4/11/2015 7:24,4/11/2015 7:32,4/11/2015 7:33,4/11/2015 7:34,4/11/2015 7:36
411,4/11/2015 7:30,4/11/2015 7:34,4/11/2015 7:39,4/11/2015 7:40,4/11/2015 7:44,4/11/2015 7:51,4/11/2015 7:53,4/11/2015 7:55,4/11/2015 7:57
