,ROCK_0,MCAR_0,19TH_0,12TH_0,WOAK_0,EMBR_0,MONT_0,POWL_0,CIVC_0
688,5/8/2015 6:20,5/8/2015 6:23,5/8/2015 6:26,5/8/2015 6:28,5/8/2015 6:32,5/8/2015 6:38,5/8/2015 6:40,5/8/2015 6:42,5/8/2015 6:43
689,5/8/2015 6:35,5/8/2015 6:38,5/8/2015 6:41,5/8/2015 6:42,5/8/2015 6:47,5/8/2015 6:55,5/8/2015 6:57,5/8/2015 6:58,5/8/2015 7:00
690,5/8/2015 6:52,5/8/2015 6:55,5/8/2015 6:58,5/8/2015 6:59,5/8/2015 7:03,5/8/2015 7:11,5/8/2015 7:12,5/8/2015 7:13,5/8/2015 7:15
691,5/8/2015 7:05,5/8/2015 7:08,5/8/2015 7:12,5/8/2015 7:13,5/8/2015 7:17,5/8/2015 7:26,5/8/2015 7:28,5/8/2015 7:29,5/8/2015 7:31
692,5/8/2015 7:20,5/8/2015 7:23,5/8/2015 7:27,5/8/2015 7:28,5/8/2015 7:33,5/8/2015 7:41,5/8/2015 7:43,5/8/2015 7:44,5/8/2015 7:46
693,5/8/2015 7:36,5/8/2015 7:39,5/8/2015 7:42,5/8/2015 7:44,5/8/2015 7:54,5/8/2015 8:02,5/8/2015 8:04,5/8/2015 8:06,5/8/2015 8:07
694,5/8/2015 7:50,5/8/2015 7:56,5/8/2015 8:02,5/8/2015 8:04,5/8/2015 8:09,5/8/2015 8:17,5/8/2015 8:18,5/8/2015 8:20,5/8/2015 8:21
695,5/8/2015 8:04,5/8/2015 8:10,5/8/2015 8:15,5/8/2015 8:17,5/8/2015 8:21,5/8/2015 8:33,5/8/2015 8:34,5/8/2015 8:36,5/8/2015 8:37
696,5/8/2015 8:20,5/8/2015 8:23,5/8/2015 8:30,5/8/2015 8:31,5/8/2015 8:38,5/8/2015 8:47,5/8/2015 8:48,5/8/2015 8:50,5/8/2015 8:51
697,5/8/2015 8:34,5/8/2015 8:38,5/8/2015 8:43,5/8/2015 8:45,5/8/2015 8:50,5/8/2015 8:56,5/8/2015 8:59,5/8/2015 9:00,5/8/2015 9:02
698,5/8/2015 8:51,5/8/2015 8:54,5/8/2015 8:57,5/8/2015 8:59,5/8/2015 9:06,5/8/2015 9:16,5/8/2015 9:18,5/8/2015 9:20,5/8/2015 9:21
699,5/9/2015 6:14,5/9/2015 6:18,5/9/2015 6:21,5/9/2015 6:22,5/9/2015 6:27,5/9/2015 6:33,5/9/2015 6:35,5/9/2015 6:36,5/9/2015 6:38
700,5/9/2015 6:31,5/9/2015 6:34,5/9/2015 6:41,5/9/2015 6:43,5/9/2015 6:48,5/9/2015 6:55,5/9/2015 6:56,5/9/2015 6:57,5/9/2015 6:59
701,5/9/2015 6:50,5/9/2015 6:54,5/9/2015 6:58,5/9/2015 7:00,5/9/2015 7:04,5/9/2015 7:12,5/9/2015 7:13,5/9/2015 7:15,5/9/2015 7:18
702,5/9/2015 7:09,5/9/2015 7:14,5/9/2015 7:18,5/9/2015 7:20,5/9/2015 7:24,5/9/2015 7:32,5/9/2015 7:33,5/9/2015 7:34,5/9/2015 7:36
703,5/9/2015 7:30,5/9/2015 7:34,5/9/2015 7:38,5/9/2015 7:40,5/9/2015 7:45,5/9/2015 7:52,5/9/2015 7:54,5/9/2015 7:55,5/9/2015 7:56
704,5/9/2015 7:56,5/9/2015 7:59,5/9/2015 8:02,5/9/2015 8:03,5/9/2015 8:07,5/9/2015 8:14,5/9/2015 8:16,5/9/2015 8:18,5/9/2015 8:19
705,5/9/2015 8:10,5/9/2015 8:14,5/9/2015 8:18,5/9/2015 8:20,5/9/2015 8:24,5/9/2015 8:32,5/9/2015 8:34,5/9/2015 8:34,5/9/2015 8:36
706,5/9/2015 8:34,5/9/2015 8:36,5/9/2015 8:39,5/9/2015 8:41,5/9/2015 8:45,5/9/2015 8:52,5/9/2015 8:56,5/9/2015 8:57,5/9/2015 8:59
707,5/9/2015 8:50,5/9/2015 8:54,5/9/2015 8:58,5/9/2015 8:59,5/9/2015 9:05,5/9/2015 9:12,5/9/2015 9:13,5/9/2015 9:15,5/9/2015 9:16
708,5/10/2015 8:10,5/10/2015 8:14,5/10/2015 8:18,5/10/2015 8:20,5/10/2015 8:24,5/10/2015 8:34,5/10/2015 8:36,5/10/2015 8:38,5/10/2015 8:40
709,5/10/2015 8:30,5/10/2015 8:34,5/10/2015 8:38,5/10/2015 8:39,5/10/2015 8:44,5/10/2015 8:51,5/10/2015 8:53,5/10/2015 8:55,5/10/2015 8:56
710,5/10/2015 8:50,5/10/2015 8:54,5/10/2015 8:58,5/10/2015 8:59,5/10/2015 9:04,5/10/2015 9:11,5/10/2015 9:13,5/10/2015 9:15,5/10/2015 9:16
711,5/11/2015 6:04,5/11/2015 6:08,5/11/2015 6:11,5/11/2015 6:13,5/11/2015 6:18,5/11/2015 6:25,5/11/2015 6:26,5/11/2015 6:28,5/11/2015 6:29
712,5/11/2015 6:19,5/11/2015 6:23,5/11/2015 6:26,5/11/2015 6:28,5/11/2015 6:32,5/11/2015 6:40,5/11/2015 6:41,5/11/2015 6:43,5/11/2015 6:44
713,5/11/2015 6:34,5/11/2015 6:38,5/11/2015 6:41,5/11/2015 6:42,5/11/2015 6:47,5/11/2015 6:55,5/11/2015 6:57,5/11/2015 6:58,5/11/2015 6:59
714,5/11/2015 6:50,5/11/2015 6:53,5/11/2015 6:56,5/11/2015 6:58,5/11/2015 7:02,5/11/2015 7:10,5/11/2015 7:11,5/11/2015 7:13,5/11/2015 7:14
715,5/11/2015 7:04,5/11/2015 7:08,5/11/2015 7:14,5/11/2015 7:15,5/11/2015 7:19,5/11/2015 7:26,5/11/2015 7:28,5/11/2015 7:29,5/11/2015 7:31
716,5/11/2015 7:20,5/11/2015 7:23,5/11/2015 7:29,5/11/2015 7:31,5/11/2015 7:35,5/11/2015 7:42,5/11/2015 7:44,5/11/2015 7:45,5/11/2015 7:47
717,5/11/2015 7:35,5/11/2015 7:38,5/11/2015 7:42,5/11/2015 7:43,5/11/2015 7:48,5/11/2015 7:55,5/11/2015 7:57,5/11/2015 7:58,5/11/2015 8:00
718,5/11/2015 7:50,5/11/2015 7:53,5/11/2015 7:57,5/11/2015 7:58,5/11/2015 8:03,5/11/2015 8:10,5/11/2015 8:13,5/11/2015 8:14,5/11/2015 8:16
719,5/11/2015 8:04,5/11/2015 8:08,5/11/2015 8:12,5/11/2015 8:13,5/11/2015 8:19,5/11/2015 8:27,5/11/2015 8:28,5/11/2015 8:30,5/11/2015 8:32
720,5/11/2015 8:22,5/11/2015 8:25,5/11/2015 8:28,5/11/2015 8:30,5/11/2015 8:35,5/11/2015 8:42,5/11/2015 8:44,5/11/2015 8:45,5/11/2015 8:47
721,5/11/2015 8:35,5/11/2015 8:38,5/11/2015 8:42,5/11/2015 8:44,5/11/2015 8:48,5/11/2015 8:55,5/11/2015 8:57,5/11/2015 8:59,5/11/2015 9:00
722,5/11/2015 8:51,5/11/2015 8:54,5/11/2015 8:58,5/11/2015 8:59,5/11/2015 9:03,5/11/2015 9:11,5/11/2015 9:12,5/11/2015 9:14,5/11/2015 9:16
723,5/12/2015 6:04,5/12/2015 6:08,5/12/2015 6:11,5/12/2015 6:12,5/12/2015 6:17,5/12/2015 6:24,5/12/2015 6:26,5/12/2015 6:28,5/12/2015 6:29
724,5/12/2015 6:20,5/12/2015 6:23,5/12/2015 6:26,5/12/2015 6:28,5/12/2015 6:33,5/12/2015 6:40,5/12/2015 6:42,5/12/2015 6:43,5/12/2015 6:44
725,5/12/2015 6:34,5/12/2015 6:38,5/12/2015 6:41,5/12/2015 6:42,5/12/2015 6:47,5/12/2015 6:54,5/12/2015 6:56,5/12/2015 6:58,5/12/2015 6:59
726,5/12/2015 6:50,5/12/2015 6:53,5/12/2015 6:57,5/12/2015 6:58,5/12/2015 7:03,5/12/2015 7:10,5/12/2015 7:11,5/12/2015 7:13,5/12/2015 7:14
727,5/12/2015 7:04,5/12/2015 7:08,5/12/2015 7:12,5/12/2015 7:13,5/12/2015 7:18,5/12/2015 7:28,5/12/2015 7:30,5/12/2015 7:31,5/12/2015 7:33
728,5/12/2015 7:19,5/12/2015 7:23,5/12/2015 7:27,5/12/2015 7:28,5/12/2015 7:32,5/12/2015 7:40,5/12/2015 7:42,5/12/2015 7:43,5/12/2015 7:45
729,5/12/2015 7:35,5/12/2015 7:38,5/12/2015 7:42,5/12/2015 7:44,5/12/2015 7:50,5/12/2015 7:58,5/12/2015 8:00,5/12/2015 8:01,5/12/2015 8:03
730,5/12/2015 7:49,5/12/2015 7:53,5/12/2015 7:57,5/12/2015 7:59,5/12/2015 8:04,5/12/2015 8:11,5/12/2015 8:12,5/12/2015 8:14,5/12/2015 8:15
731,5/12/2015 8:05,5/12/2015 8:08,5/12/2015 8:11,5/12/2015 8:13,5/12/2015 8:21,5/12/2015 8:28,5/12/2015 8:30,5/12/2015 8:32,5/12/2015 8:33
732,5/12/2015 8:20,5/12/2015 8:23,5/12/2015 8:26,5/12/2015 8:28,5/12/2015 8:34,5/12/2015 8:42,5/12/2015 8:44,5/12/2015 8:46,5/12/2015 8:47
733,5/12/2015 8:35,5/12/2015 8:38,5/12/2015 8:42,5/12/2015 8:44,5/12/2015 8:49,5/12/2015 8:56,5/12/2015 8:59,5/12/2015 9:00,5/12/2015 9:03
734,5/12/2015 8:50,5/12/2015 8:53,5/12/2015 8:56,5/12/2015 8:59,5/12/2015 9:03,5/12/2015 9:11,5/12/2015 9:13,5/12/2015 9:15,5/12/2015 9:16
735,5/13/2015 6:06,5/13/2015 6:09,5/13/2015 6:15,5/13/2015 6:17,5/13/2015 6:24,5/13/2015 6:31,5/13/2015 6:33,5/13/2015 6:34,5/13/2015 6:35
736,5/13/2015 6:19,5/13/2015 6:22,5/13/2015 6:26,5/13/2015 6:28,5/13/2015 6:32,5/13/2015 6:39,5/13/2015 6:41,5/13/2015 6:42,5/13/2015 6:44
737,5/13/2015 6:34,5/13/2015 6:38,5/13/2015 6:41,5/13/2015 6:43,5/13/2015 6:48,5/13/2015 6:54,5/13/2015 6:56,5/13/2015 7:00,5/13/2015 7:02
738,5/13/2015 6:53,5/13/2015 6:56,5/13/2015 6:59,5/13/2015 7:01,5/13/2015 7:06,5/13/2015 7:12,5/13/2015 7:14,5/13/2015 7:15,5/13/2015 7:17
739,5/13/2015 7:04,5/13/2015 7:08,5/13/2015 7:11,5/13/2015 7:13,5/13/2015 7:17,5/13/2015 7:25,5/13/2015 7:27,5/13/2015 7:29,5/13/2015 7:31
740,5/13/2015 7:20,5/13/2015 7:23,5/13/2015 7:26,5/13/2015 7:28,5/13/2015 7:33,5/13/2015 7:41,5/13/2015 7:42,5/13/2015 7:45,5/13/2015 7:46
741,5/13/2015 7:36,5/13/2015 7:39,5/13/2015 7:42,5/13/2015 7:44,5/13/2015 7:48,5/13/2015 7:55,5/13/2015 7:58,5/13/2015 7:59,5/13/2015 8:00
742,5/13/2015 7:49,5/13/2015 7:53,5/13/2015 7:58,5/13/2015 8:00,5/13/2015 8:04,5/13/2015 8:11,5/13/2015 8:13,5/13/2015 8:15,5/13/2015 8:16
743,5/13/2015 8:05,5/13/2015 8:08,5/13/2015 8:12,5/13/2015 8:13,5/13/2015 8:19,5/13/2015 8:27,5/13/2015 8:29,5/13/2015 8:31,5/13/2015 8:32
744,5/13/2015 8:21,5/13/2015 8:24,5/13/2015 8:27,5/13/2015 8:28,5/13/2015 8:34,5/13/2015 8:42,5/13/2015 8:43,5/13/2015 8:45,5/13/2015 8:47
745,5/13/2015 8:34,5/13/2015 8:38,5/13/2015 8:42,5/13/2015 8:43,5/13/2015 8:48,5/13/2015 8:55,5/13/2015 8:57,5/13/2015 8:59,5/13/2015 9:00
746,5/13/2015 8:52,5/13/2015 8:56,5/13/2015 9:00,5/13/2015 9:02,5/13/2015 9:07,5/13/2015 9:14,5/13/2015 9:16,5/13/2015 9:18,5/13/2015 9:19
747,5/14/2015 6:06,5/14/2015 6:09,5/14/2015 6:12,5/14/2015 6:14,5/14/2015 6:18,5/14/2015 6:25,5/14/2015 6:29,5/14/2015 6:31,5/14/2015 6:32
748,5/14/2015 6:20,5/14/2015 6:23,5/14/2015 6:26,5/14/2015 6:28,5/14/2015 6:34,5/14/2015 6:41,5/14/2015 6:43,5/14/2015 6:44,5/14/2015 6:46
749,5/14/2015 6:35,5/14/2015 6:39,5/14/2015 6:43,5/14/2015 6:45,5/14/2015 6:49,5/14/2015 6:56,5/14/2015 6:58,5/14/2015 6:59,5/14/2015 7:01
750,5/14/2015 6:50,5/14/2015 6:53,5/14/2015 6:57,5/14/2015 6:58,5/14/2015 7:03,5/14/2015 7:10,5/14/2015 7:13,5/14/2015 7:14,5/14/2015 7:15
751,5/14/2015 7:05,5/14/2015 7:08,5/14/2015 7:12,5/14/2015 7:14,5/14/2015 7:18,5/14/2015 7:25,5/14/2015 7:27,5/14/2015 7:28,5/14/2015 7:30
752,5/14/2015 7:20,5/14/2015 7:23,5/14/2015 7:27,5/14/2015 7:28,5/14/2015 7:33,5/14/2015 7:40,5/14/2015 7:42,5/14/2015 7:44,5/14/2015 7:46
753,5/14/2015 7:36,5/14/2015 7:39,5/14/2015 7:42,5/14/2015 7:44,5/14/2015 7:48,5/14/2015 7:56,5/14/2015 7:58,5/14/2015 8:00,5/14/2015 8:01
754,5/14/2015 7:50,5/14/2015 7:53,5/14/2015 7:58,5/14/2015 8:00,5/14/2015 8:04,5/14/2015 8:12,5/14/2015 8:13,5/14/2015 8:16,5/14/2015 8:17
755,5/14/2015 8:05,5/14/2015 8:08,5/14/2015 8:12,5/14/2015 8:14,5/14/2015 8:20,5/14/2015 8:29,5/14/2015 8:30,5/14/2015 8:32,5/14/2015 8:34
756,5/14/2015 8:22,5/14/2015 8:25,5/14/2015 8:29,5/14/2015 8:31,5/14/2015 8:36,5/14/2015 8:45,5/14/2015 8:47,5/14/2015 8:49,5/14/2015 8:50
757,5/14/2015 8:35,5/14/2015 8:38,5/14/2015 8:42,5/14/2015 8:43,5/14/2015 8:49,5/14/2015 8:56,5/14/2015 8:58,5/14/2015 9:00,5/14/2015 9:01
758,5/14/2015 8:52,5/14/2015 8:55,5/14/2015 8:58,5/14/2015 8:59,5/14/2015 9:06,5/14/2015 9:14,5/14/2015 9:16,5/14/2015 9:18,5/14/2015 9:19
759,5/15/2015 6:05,5/15/2015 6:08,5/15/2015 6:12,5/15/2015 6:13,5/15/2015 6:18,5/15/2015 6:25,5/15/2015 6:26,5/15/2015 6:28,5/15/2015 6:30
760,5/15/2015 6:20,5/15/2015 6:23,5/15/2015 6:26,5/15/2015 6:28,5/15/2015 6:33,5/15/2015 6:40,5/15/2015 6:42,5/15/2015 6:43,5/15/2015 6:45
761,5/15/2015 6:35,5/15/2015 6:38,5/15/2015 6:42,5/15/2015 6:43,5/15/2015 6:48,5/15/2015 6:55,5/15/2015 6:57,5/15/2015 6:58,5/15/2015 7:00
762,5/15/2015 6:52,5/15/2015 6:55,5/15/2015 6:58,5/15/2015 7:00,5/15/2015 7:04,5/15/2015 7:11,5/15/2015 7:13,5/15/2015 7:14,5/15/2015 7:15
763,5/15/2015 6:53,5/15/2015 6:55,5/15/2015 6:58,5/15/2015 7:00,5/15/2015 7:04,5/15/2015 7:11,5/15/2015 7:13,5/15/2015 7:14,5/15/2015 7:15
764,5/15/2015 7:05,5/15/2015 7:09,5/15/2015 7:12,5/15/2015 7:14,5/15/2015 7:18,5/15/2015 7:25,5/15/2015 7:27,5/15/2015 7:29,5/15/2015 7:30
765,5/15/2015 7:06,5/15/2015 7:09,5/15/2015 7:12,5/15/2015 7:14,5/15/2015 7:18,5/15/2015 7:25,5/15/2015 7:27,5/15/2015 7:29,5/15/2015 7:30
766,5/15/2015 7:20,5/15/2015 7:23,5/15/2015 7:27,5/15/2015 7:28,5/15/2015 7:33,5/15/2015 7:40,5/15/2015 7:42,5/15/2015 7:43,5/15/2015 7:45
767,5/15/2015 7:35,5/15/2015 7:39,5/15/2015 7:42,5/15/2015 7:44,5/15/2015 7:48,5/15/2015 7:55,5/15/2015 7:57,5/15/2015 7:58,5/15/2015 7:59
768,5/15/2015 7:50,5/15/2015 7:53,5/15/2015 7:57,5/15/2015 7:58,5/15/2015 8:03,5/15/2015 8:10,5/15/2015 8:12,5/15/2015 8:14,5/15/2015 8:15
769,5/15/2015 8:10,5/15/2015 8:13,5/15/2015 8:16,5/15/2015 8:18,5/15/2015 8:23,5/15/2015 8:30,5/15/2015 8:32,5/15/2015 8:34,5/15/2015 8:35
770,5/15/2015 8:20,5/15/2015 8:23,5/15/2015 8:27,5/15/2015 8:29,5/15/2015 8:33,5/15/2015 8:42,5/15/2015 8:43,5/15/2015 8:44,5/15/2015 8:46
771,5/15/2015 8:35,5/15/2015 8:38,5/15/2015 8:42,5/15/2015 8:44,5/15/2015 8:49,5/15/2015 8:56,5/15/2015 8:57,5/15/2015 8:59,5/15/2015 9:01
